,Model,Sampling Method,Active Learning Round,Accuracy,Precision,Recall,F1-Score,ROC-AUC
0,vgg16,baseline,0,0.7836538461538461,0.7437858508604207,0.9974358974358974,0.8521358159912377,0.9642450142450142
