,Model,Sampling Method,Active Learning Round,Accuracy,Precision,Recall,F1-Score,ROC-AUC
0,vgg16,baseline,0,0.7532051282051282,0.7177121771217713,0.9974358974358974,0.8347639484978541,0.8650558842866535
